gene	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue
Hsa.719	7.609577925	8.801722438	8.422010493	8.306963505	7.711181803	7.950075146	7.555297895	8.131894291	8.65617283	7.650019834	7.630393963	8.115266044	8.338533683	7.266398164	7.241374292	7.687655621	6.799933327	7.37960615	7.447221902	8.505387716	8.344436233	8.434434528	7.563041238	8.457860749	7.857143259	8.370043316	7.536045378	7.798519881	7.950075146	7.51920631	8.135973187	8.125645103	7.878195318	8.516848222	8.232627492	8.556803302	8.148914429	7.777172578	8.204113574	7.780932342	8.240969783	8.428452031	8.7004207	8.141775895	7.811117763	8.413309221	8.078190414	8.866110817	8.559191418	7.779029848	8.096291783
Hsa.1678	9.377950409	8.408629008	9.342584781	8.767093031	8.603626345	8.836511084	8.697880066	8.563906633	7.982779261	9.113164099	8.839023923	8.96529834	8.745290472	9.004873308	9.610673037	8.874443006	8.145328209	8.523638464	10.18594865	7.884410825	7.624670483	8.775685675	8.906324265	8.804904374	8.146926652	7.942946719	9.090840628	10.58717668	9.062217654	8.934154538	9.521041869	8.620154777	8.511599642	9.212556396	9.574248948	8.181835142	8.992430387	8.815382779	10.49414491	8.457860749	8.238864658	9.763245838	8.928775281	8.801722438	9.620267132	8.734691048	9.787344673	9.505177031	8.807309733	9.682219299	8.554660638
Hsa.3088	8.608602999	7.906099223	8.109702615	7.779029848	9.153570827	8.143758436	7.652164945	9.377950409	7.907785216	8.623155802	9.153570827	8.09822315	8.232627492	9.362195894	9.583951994	8.432314241	9.564874743	9.796862044	8.623155802	9.64573948	9.404237866	8.496377685	9.037473447	8.980073685	8.986787544	8.952799947	9.225100126	8.083844727	9.491849218	8.457860749	9.143441643	8.786242748	8.166231127	8.404937585	8.069186408	8.329681343	7.485682611	7.198657321	7.563041238	9.545760415	8.7004207	6.363247396	7.853623468	8.788755689	7.821519926	7.547353551	7.917229617	7.478238584	7.739353807	7.8632151	8.483653273
Hsa.41875	7.616163441	8.841993909	9.219246213	8.417617762	8.012906536	9.087724169	9.508925058	9.062217654	9.059884329	7.969530424	7.84386332	9.691163781	9.225100126	8.455946276	8.35955546	8.662659763	7.635569517	8.958624275	7.992714532	8.489976761	9.250568148	8.376023834	8.298095836	8.952799947	8.231172396	9.815137153	8.910869966	8.675193895	9.362195894	7.911598811	9.094830707	9.969444316	8.204113574	9.235916558	9.163272287	8.938852044	7.853623468	8.447097894	9.610673037	7.70162954	8.998064444	8.780664641	8.974534401	8.17761886	8.105602724	8.447097894	9.105664393	9.020672187	8.371641764	8.206331436	8.294176786
Hsa.7654	8.483653273	9.366127938	9.549685937	9.418934267	8.891377536	9.254600824	9.126627878	8.705788994	9.48752272	8.410565556	7.784463877	7.888210019	9.261315076	8.139559604	8.63988623	8.377839538	7.879848031	7.969530424	9.596726593	9.702972223	9.529459522	9.225100126	9.254600824	9.529459522	8.17761886	9.84007206	9.389539057	9.382295256	8.938852044	8.370043316	9.119551134	8.934154538	8.908122856	9.068010231	9.446733478	9.880658867	8.941594792	8.597371375	8.672734425	8.934154538	8.234382491	9.475300008	8.971341904	9.183872256	8.492110974	9.098522438	8.514452549	9.156722483	9.375202027	8.799408017	9.342584781
Hsa.2311	8.012906536	8.001657892	8.459793833	8.65617283	7.200876462	8.287739186	8.325617371	8.061135105	8.459793833	8.133821689	8.362090172	8.012906536	8.534379451	8.268391077	8.654340369	8.141775895	8.728951837	8.585541692	8.599441382	8.468583974	8.57592163	8.379815037	8.035076659	7.668464132	9.001456775	8.118895873	5.91671163	7.906099223	8.367746578	7.84386332	7.32544909	7.358651201	8.329681343	7.597290868	8.094350164	7.302345587	7.381072605	8.17761886	6.600464482	8.817628415	8.4450282	8.570555354	8.163556352	6.920391277	7.412295301	7.122375477	8.885192528	6.586585589	8.081939517	8.311478798	7.385890226
Hsa.37937	9.873864535	9.667253212	9.717693281	9.727550513	10.29696948	10.61909998	9.389539057	10.39133472	10.19499112	10.1364287	8.894609009	7.512154232	8.107368118	7.10297639	7.628630154	7.536045378	7.320408975	7.217066508	7.32544909	7.819681573	7.714499241	7.522585328	8.135973187	6.407056646	7.814543188	7.200876462	7.666889422	7.412295301	7.37300123	9.030807724	7.804297593	6.457582113	9.638818332	7.830708402	7.973324269	8.859445614	8.212145685	7.828891962	7.900776259	7.007448721	10.05968441	9.116165762	8.897418058	10.34968751	8.464166937	10.47031135	8.549084091	9.016974038	7.437746704	8.888170731	9.288671499
Hsa.3069	8.726265411	7.000038176	9.303721101	8.592446789	8.250923382	9.109744313	8.464166937	9.016974038	8.815382779	9.39683711	8.610767086	8.289598749	8.658194203	8.470475857	8.188134954	8.477107363	8.822550273	8.637686548	8.726265411	8.549084091	8.617558703	8.672734425	8.64400336	7.921474339	8.874443006	7.823467916	8.872171928	8.076362206	8.670120528	8.882320596	8.565988956	8.042489012	9.053696454	8.294176786	8.234382491	8.822550273	8.102137425	8.731604804	8.543651785	8.511599642	8.549084091	8.011327364	9.389539057	9.209238738	8.231172396	8.908122856	8.820228383	8.601228036	8.874443006	8.719470523	8.662659763
Hsa.27686	7.520791012	7.895054347	7.452277116	9.116165762	7.69304736	8.61302124	10.17083973	7.253074303	8.118895873	8.474751997	8.833901567	9.610673037	9.311458656	10.54503826	10.2351949	10.24215281	10.56539695	10.14933268	9.065321447	9.037473447	9.296376362	9.662399053	8.711193463	9.560880714	8.925642011	10.21779377	9.763245838	8.379815037	9.569216174	8.839023923	8.754036199	9.39683711	8.461959936	8.931584891	8.620154777	8.354852941	7.990432488	8.801722438	9.731546231	8.956027134	8.620154777	8.745290472	7.378279471	7.143740336	8.072561395	8.527957446	9.183872256	7.367201948	9.300030704	8.836511084	7.958040934
Hsa.17101	8.804904374	7.784463877	8.07102113	7.782576606	8.3654363	8.113457362	8.967930906	7.922980442	7.228969157	8.118895873	8.651843902	7.499364994	8.474751997	9.269855121	8.532313188	8.941594792	9.037473447	8.367746578	8.468583974	7.138387419	7.770701187	8.198263629	9.193869887	8.188134954	8.728951837	8.748528862	8.825353264	9.143441643	7.605607359	8.620154777	8.16181862	8.428452031	8.229084711	8.534379451	9.243884942	8.27537509	8.791073065	9.606129657	8.992430387	8.578391562	8.222401511	8.799408017	8.081939517	7.847851466	8.376023834	8.238864658	8.4450282	8.786242748	8.894609009	8.667398873	8.451132659
Hsa.2119	8.390773623	9.212556396	9.377950409	9.919152872	8.507626503	9.727550513	8.196096796	10.0299128	9.389539057	10.20112258	9.887494317	9.542700835	9.475300008	9.311458656	9.418934267	9.140171321	9.470919584	9.183872256	8.984044448	9.615239242	9.322722304	9.353828732	8.532313188	9.090840628	9.796862044	9.331376048	9.382295256	8.820228383	8.922592075	9.319071146	8.952799947	9.008060785	8.888170731	8.841993909	9.065321447	8.708504327	7.982779261	8.830873977	9.466316619	8.549084091	10.57696154	9.030807724	9.053696454	8.880111282	9.439292357	9.250568148	8.894609009	8.995340446	6.882570085	8.906324265	8.492110974
Hsa.2529	8.797005654	10.03698028	10.11500294	9.596726593	8.58298811	7.99992001	9.583951994	7.251549602	10.14933268	8.570555354	8.76376601	7.469035179	8.494642065	8.791073065	8.603626345	8.250923382	9.430693992	8.830873977	8.400927626	8.742350731	8.85334578	8.874443006	7.960428939	8.279415128	10.33248201	7.917229617	7.207669333	6.978203012	7.792006219	7.705508651	7.42323115	7.804297593	7.859085863	7.104723865	7.381072605	7.932570059	8.146926652	7.500794345	6.226107601	6.993075342	8.507626503	7.490827591	6.487430333	7.744621198	8.603626345	7.70162954	7.443083907	7.270464137	8.617558703	7.529053914	7.537611701
Hsa.39	9.191171874	8.672734425	8.630865396	8.57592163	9.858818496	9.077360168	8.001657892	10.19499112	8.822550273	9.466316619	9.346173054	7.612936253	8.587660787	8.240969783	9.011293544	9.039771207	8.882320596	9.513043362	8.246736768	9.415618773	9.587964687	7.968048004	9.542700835	8.316072732	8.354852941	8.245023588	9.011293544	8.220768372	10.14933268	9.014096532	9.404237866	8.825353264	8.984044448	8.908122856	7.96241002	7.982779261	7.279228637	7.42323115	8.295805217	8.570555354	8.76376601	7.108905483	8.900162716	9.658603091	8.453475097	8.023212419	9.133664692	7.666889422	7.945139841	8.667398873	8.737275151
Hsa.5464	7.975146253	9.296376362	8.850525627	9.186874236	9.258111214	8.692485582	9.64573948	7.793801511	8.692485582	7.000038176	8.281709466	10.34123042	9.44291374	9.254600824	8.240969783	9.708527967	8.208751186	8.271060089	8.891377536	8.859445614	9.815137153	9.717693281	9.150367227	9.803089775	8.956027134	10.45759105	10.37831251	8.900162716	10.03698028	8.281709466	9.963314232	9.662399053	8.186176556	8.894609009	9.077360168	9.319071146	8.567691781	10.14933268	10.77084103	9.470919584	8.218927218	8.992430387	8.563906633	8.961841275	8.169948432	8.810410451	8.175753155	8.941594792	7.632043011	7.445335305	9.74716214
Hsa.561	8.109702615	9.564874743	8.836511084	9.246968868	8.367746578	8.716947209	9.235916558	8.390773623	9.695625414	8.018675808	8.055427642	8.229084711	8.956027134	8.423900717	8.578391562	8.85334578	8.489976761	8.662659763	7.792006219	8.396783605	9.462797437	9.975409552	8.09822315	9.682219299	9.538301597	9.521041869	8.186176556	8.279415128	9.056960172	8.214622295	9.084330924	9.529459522	8.64400336	8.977667693	8.561881028	9.239427608	7.811117763	8.175753155	8.423900717	8.143758436	8.877105985	8.882320596	9.459195271	8.649342529	8.998064444	7.443083907	7.969530424	8.589953721	7.988362179	8.483653273	8.311478798
Hsa.8597	7.136285008	8.687494777	8.08867114	8.090538462	7.44163367	7.657162832	7.668464132	8.271060089	8.563906633	6.822989129	7.522585328	8.680084407	7.973324269	7.403528873	7.206050154	7.859085863	7.510149052	7.314961058	7.588169367	8.257831868	8.313852914	7.873887599	7.746359365	8.470475857	7.773947421	8.501070539	7.489081392	7.391196461	8.184219496	7.510149052	8.474751997	8.667398873	7.857143259	8.457860749	7.915176794	8.410565556	8.035076659	7.454203759	8.218927218	8.210043624	8.210043624	7.759864565	8.224342502	8.390773623	7.946662952	8.260015788	7.84386332	8.135973187	7.966365899	7.455634793	8.210043624
Hsa.35000	8.352395182	8.163556352	8.15793853	8.447097894	8.925642011	8.268391077	8.15793853	8.783318291	8.580733906	8.055427642	8.011327364	8.208751186	8.268391077	7.821519926	7.984850243	7.904332587	7.782576606	8.3654363	7.284648754	8.58298811	8.614979909	7.871238544	8.325617371	8.388632574	8.828082214	7.934195924	8.866110817	8.410565556	8.719470523	7.823467916	8.169948432	8.208751186	8.925642011	8.880111282	8.342436748	8.19210824	8.02079001	9.319071146	8.850525627	8.342436748	8.210043624	8.049861721	8.331489102	8.647095705	8.07102113	8.184219496	8.384086025	7.075658564	8.812858399	8.434434528	8.362090172
Hsa.1867	9.542700835	8.081939517	6.366164257	8.329681343	9.077360168	8.118895873	8.751138544	7.657162832	7.116949255	7.381072605	8.420019963	7.761786051	8.523638464	8.580733906	8.662659763	9.64573948	8.971341904	9.366127938	8.264374493	6.577701698	8.891377536	8.601228036	8.719470523	9.615239242	8.271060089	8.357051061	8.922592075	8.986787544	8.501070539	8.461959936	7.954598775	8.206331436	9.667253212	8.240969783	8.426076694	7.407042936	8.204113574	9.375202027	9.587964687	8.012906536	8.319854913	7.579600616	8.61302124	6.797487911	9.143441643	8.96529834	7.749495341	8.076362206	7.984850243	8.20210328	6.926194592
Hsa.3909	7.805619071	8.426076694	8.541164704	8.255470276	8.556803302	8.518882182	7.268028042	9.508925058	8.400927626	8.956027134	8.19210824	7.975146253	8.342436748	8.05393026	7.227328688	7.658790794	8.052213929	7.425496123	7.875612627	8.17761886	8.19210824	7.913684714	7.896654671	7.018070924	7.51920631	6.584167248	8.146926652	7.338418664	7.705508651	8.168207062	7.946662952	7.487465343	8.617558703	7.480159562	7.792006219	7.733823368	7.244663063	8.632833417	7.99992001	7.742608252	8.384086025	7.15049744	8.754036199	6.854271199	7.228969157	8.791073065	7.487465343	8.096291783	8.048079	8.335961528	8.171852316
Hsa.39809	10.35891329	9.751724911	11.1207522	10.01639585	11.24603756	9.22231347	7.825552793	9.28589437	9.366127938	10.43018679	9.84007206	9.300030704	9.620267132	10.37831251	9.534353719	6.936005256	9.366127938	10.9205578	10.06630906	9.439292357	8.703048998	8.249138691	9.102038766	8.459793833	9.727550513	7.033435435	9.451403569	9.513043362	9.620267132	10.7356637	10.50361691	10.07217302	10.14933268	8.400927626	9.001456775	7.476227492	9.873864535	8.880111282	8.788755689	11.13308813	8.204113574	8.573669174	9.353828732	9.338937257	9.600521433	10.22545294	8.559191418	8.825353264	11.13308813	10.12113701	10.7356637
Hsa.19232	7.737627889	7.812859434	7.62330923	8.680084407	7.469035179	7.904332587	7.998354761	7.472669879	7.869538125	8.677464481	8.946531371	8.61302124	8.253288609	9.191171874	8.989418307	8.836511084	8.952799947	9.053696454	8.527957446	8.967930906	8.913698706	8.839023923	8.760952219	8.919813887	8.402620827	9.322722304	8.96529834	8.036731081	8.362090172	9.183872256	9.001456775	8.658194203	8.234382491	8.390773623	8.229084711	8.423900717	7.998354761	7.966365899	8.501070539	9.216101605	8.20210328	8.63988623	7.980980713	8.628439072	8.567691781	8.137725788	9.246968868	8.541164704	8.737275151	8.635363553	8.592446789
Hsa.33602	7.879848031	7.476227492	8.081939517	8.127393645	8.705788994	8.19210824	7.812859434	8.799408017	8.472457636	7.530860638	7.392836733	7.92670823	6.552212935	7.816226012	7.758111432	7.288101017	7.44163367	7.429027364	7.350531466	7.271928338	6.692114879	7.520791012	7.784463877	7.227328688	6.398655438	6.66364303	8.224342502	6.864575578	7.574918193	6.886605212	7.660780334	6.709657507	8.370043316	8.152674928	7.687655621	7.958040934	7.344030972	7.990432488	7.737627889	8.245023588	8.413309221	7.358651201	8.001657892	7.739353807	6.882570085	8.141775895	7.837302381	7.215202613	8.117040613	7.975146253	8.059215351
Hsa.3185	8.141775895	8.044630318	8.59521717	8.885192528	9.200456085	8.072561395	7.819681573	8.687494777	8.772963679	8.346159825	9.084330924	8.348239131	8.340791957	9.435092866	8.64200859	8.769843708	8.430427596	8.807309733	7.323659163	9.090840628	8.928775281	8.828082214	8.067530644	8.630865396	9.068010231	8.705788994	9.140171321	9.084330924	9.22231347	8.08867114	9.319071146	7.759864565	9.545760415	8.825353264	8.916461716	8.601228036	7.975146253	9.796862044	8.995340446	8.498479295	8.198263629	8.284091235	9.366127938	8.780664641	9.342584781	7.7866069	8.85334578	7.066597899	9.034035244	9.279102424	8.501070539
Hsa.50	7.080662821	8.159747663	8.250923382	7.271928338	6.535132367	8.05393026	8.127393645	8.03877919	8.408629008	7.744621198	7.564982886	8.438301572	7.007448721	6.994760364	7.115102399	7.722474839	6.876005922	7.24290978	7.485682611	7.828891962	7.567141574	7.814543188	7.33659294	8.271060089	6.937576003	8.184219496	7.819681573	7.0950873	7.772392269	7.459756823	7.564982886	7.217066508	7.27584815	8.350349668	8.271060089	7.495963312	7.67672716	7.247710113	7.581358537	7.731869723	8.325617371	8.563906633	8.311478798	7.850177762	7.445335305	8.404937585	8.466520557	8.554660638	7.485682611	6.892569256	7.96241002
Hsa.34416	9.569216174	8.680084407	8.392644264	8.93661467	9.542700835	10.07217302	8.695484259	10.33248201	8.961841275	9.895922386	9.895922386	9.065321447	9.583951994	9.634275318	9.186874236	9.557711659	9.462797437	9.175801436	9.466316619	9.435092866	9.925144507	10.06630906	10.33248201	8.903231228	8.382241907	8.509620506	9.667253212	9.549685937	10.33248201	10.40958153	10.274157	9.809665714	11.02115226	10.00192298	9.94446766	10.50361691	9.513043362	10.77084103	10.01639585	10.64331159	9.216101605	9.455329209	10.89912848	10.57696154	9.521041869	10.28176237	10.24968733	10.35891329	10.61909998	10.52482225	10.274157
Hsa.44787	6.83820154	8.756738161	7.687655621	7.977196817	7.581358537	7.687655621	7.42135498	8.317592775	8.64400336	7.396937556	7.224516775	8.50337182	7.497428229	6.937576003	7.190874482	6.906642369	6.577701698	7.077246445	7.213279856	7.253074303	7.605607359	7.467175596	7.0517808	8.145328209	7.10297639	7.998354761	7.485682611	7.020155537	7.499364994	7.268028042	8.017000538	7.8632151	6.99838661	8.459793833	7.51606981	7.788301556	7.930841283	7.003787189	7.802165068	6.906642369	8.442474691	8.15793853	8.342436748	7.684273544	7.718757127	7.730050435	7.898922173	7.971104987	7.459756823	6.602197179	7.741010227
Hsa.831	8.198263629	8.695484259	8.625348272	8.155929707	8.376023834	8.754036199	9.42624852	8.692485582	8.573669174	7.604266258	9.963314232	10.21779377	9.901126495	9.596726593	8.667398873	10.31740058	8.592446789	9.475300008	8.449255833	9.542700835	10.24215281	10.53399641	9.880658867	11.18382795	9.455329209	10.84792936	10.12872777	9.557711659	10.84792936	8.662659763	10.72223615	10.98638845	8.505387716	9.722867011	9.119551134	9.28589437	8.703048998	9.864054562	10.9205578	10.24215281	8.880111282	8.335961528	8.995340446	9.039771207	8.049861721	9.073884139	9.366127938	8.833901567	10.04250777	8.474751997	8.85334578
Hsa.9285	7.941511497	8.096291783	9.163272287	8.913698706	8.146926652	9.326970885	8.628439072	9.071105927	8.47911397	8.592446789	8.804904374	7.96241002	9.109744313	7.003787189	7.747976375	8.105602724	6.600464482	7.67672716	7.913684714	9.020672187	9.105664393	8.769843708	8.492110974	8.592446789	6.88033597	8.377839538	7.850177762	8.062939192	8.931584891	8.171852316	7.930841283	9.001456775	7.481894458	9.197576985	8.470475857	8.266389851	8.348239131	7.798519881	8.719470523	8.322193486	8.194081649	8.868680692	8.58298811	8.734691048	8.102137425	8.109702615	9.062217654	8.7004207	8.333800973	7.481894458	8.47911397
Hsa.6472	7.93619623	8.551822356	8.273356461	7.984850243	8.423900717	8.264374493	9.037473447	7.220428259	8.455946276	7.302345587	9.143441643	9.470919584	8.689825554	7.834080542	7.763449057	8.461959936	7.807533586	9.037473447	9.455329209	8.745290472	9.574248948	9.062217654	9.48752272	9.293308477	7.224516775	9.751724911	8.220768372	8.856498322	8.589953721	7.412295301	8.791073065	8.521490896	6.88033597	8.995340446	8.357051061	8.08867114	7.391196461	7.735854058	9.499967692	8.420019963	8.689825554	7.950075146	7.911598811	6.38364577	7.066597899	7.239758653	7.436426776	7.62330923	7.010314234	6.806003841	8.578391562
Hsa.949	7.459756823	10.43814862	11.22920307	10.14933268	8.677464481	9.126627878	8.208751186	10.54503826	10.34123042	8.240969783	8.423900717	10.94505769	9.782453219	9.600521433	9.098522438	9.42624852	9.48752272	9.763245838	9.44291374	10.40958153	8.992430387	9.400878404	10.18594865	9.311458656	8.628439072	9.615239242	8.432314241	10.09420563	10.28176237	9.408260565	10.64331159	10.21779377	8.390773623	8.410565556	9.342584781	10.57696154	8.662659763	9.087724169	9.001456775	11.08957051	10.31740058	9.969444316	10.07217302	10.04250777	10.40126887	5.745206965	6.181740583	9.459195271	9.153570827	8.815382779	9.615239242
Hsa.3454	8.422010493	8.833901567	7.559348717	8.799408017	9.782453219	8.218927218	7.724378522	9.667253212	8.719470523	8.580733906	7.51606981	7.116949255	7.780932342	8.35955546	8.396783605	7.942946719	8.080021469	8.410565556	7.151988732	9.216101605	8.719470523	8.430427596	7.668464132	8.370043316	8.240969783	7.739353807	8.780664641	8.839023923	9.606129657	9.043393811	9.065321447	8.009989304	10.26541277	8.900162716	8.692485582	9.404237866	9.370907429	9.250568148	8.794176865	8.825353264	8.971341904	8.850525627	10.09420563	9.98284411	9.873864535	8.922592075	8.772963679	8.466520557	9.382295256	9.735765091	9.191171874
Hsa.2379	7.384352064	8.152674928	7.934195924	8.977667693	7.318493245	8.052213929	7.160186983	8.719470523	8.894609009	8.402620827	8.820228383	7.977196817	8.017000538	8.758763734	8.885192528	8.888170731	9.52516557	8.592446789	9.969444316	8.647095705	9.039771207	9.011293544	8.820228383	8.767093031	8.788755689	8.767093031	8.145328209	8.85334578	8.958624275	8.660469829	8.891377536	8.61302124	9.153570827	8.486009091	8.543651785	8.667398873	6.701385841	8.186176556	7.327599001	8.103694752	9.370907429	8.496377685	8.014949142	8.271060089	9.239427608	6.924176528	9.228806668	8.220768372	8.489976761	9.239427608	8.081939517
Hsa.2951	9.053696454	8.033139657	8.938852044	8.68229577	9.130525311	8.029533927	7.591905945	9.451403569	8.324062199	8.967930906	7.775353274	7.298780982	7.917229617	7.239758653	8.769843708	7.207669333	7.867389352	8.617558703	7.764841635	8.815382779	8.392644264	7.973324269	8.703048998	8.21678653	7.138387419	7.494425934	7.964538375	8.169948432	9.133664692	8.984044448	9.346173054	7.847851466	9.479565806	8.029533927	7.490827591	8.649342529	7.624670483	6.985768502	7.893154714	8.47911397	8.830873977	7.581358537	9.071105927	9.538301597	8.662659763	8.494642065	7.398829182	7.559348717	8.438301572	9.235916558	8.695484259
Hsa.3007	9.254600824	7.570792199	8.02079001	7.744621198	9.331376048	9.319071146	10.14344946	8.32742588	7.818047117	8.527957446	9.046989305	8.210043624	9.030807724	9.671824379	9.606129657	9.163272287	9.990155672	9.708527967	9.126627878	9.254600824	9.534353719	8.352395182	9.243884942	9.156722483	8.716947209	8.461959936	10.29034127	8.799408017	9.326970885	8.342436748	9.662399053	8.53661133	8.697880066	9.846233717	8.922592075	8.188134954	8.05745988	8.995340446	9.538301597	9.370907429	8.184219496	7.780932342	7.529053914	8.786242748	7.742608252	8.801722438	9.090840628	7.365230261	8.866110817	8.309614239	8.938852044
Hsa.16096	8.825353264	7.998354761	7.472669879	7.59903698	8.420019963	7.971104987	8.632833417	7.576518481	7.763449057	8.123058374	8.295805217	7.733823368	8.127393645	7.896654671	7.775353274	8.420019963	8.27537509	7.888210019	8.268391077	6.737337855	7.145241912	8.113457362	7.371224398	7.040745753	8.767093031	7.181798281	7.96241002	8.371641764	7.300469179	7.924784733	7.180087209	7.311607704	8.048079	7.930841283	7.70162954	7.371224398	8.556803302	8.384086025	7.648168516	7.888210019	8.181835142	8.527957446	7.611010514	7.614484257	7.682179079	8.163556352	7.982779261	8.166231127	7.698513124	7.747976375	7.666889422
Hsa.16793	8.692485582	7.467175596	7.234270451	7.517520813	7.946662952	7.928491631	7.547353551	8.549084091	7.280936863	8.174119487	8.592446789	7.930841283	8.551822356	7.921474339	8.410565556	8.442474691	7.642979835	7.707433725	7.828891962	6.401135513	7.259652158	8.777655147	7.322188396	7.439715622	6.474263319	6.978203012	8.367746578	9.334979662	7.381072605	8.048079	7.27584815	8.003575942	8.3654363	8.300060973	8.662659763	7.886301346	8.046321361	9.228806668	8.417617762	8.684767281	8.804904374	8.436317287	7.984850243	7.286325236	8.232627492	8.092271217	8.313852914	8.494642065	7.619792814	7.823467916	7.792006219
Hsa.934	7.455634793	9.102038766	7.930841283	8.210043624	7.061716978	8.388632574	8.20210328	9.235916558	9.183872256	7.735854058	8.008233418	8.822550273	7.445335305	6.409815196	7.021708963	7.668464132	6.611015275	6.730469042	6.417052156	7.508565389	7.222673391	7.691173914	7.122375477	7.532564564	7.136285008	7.478238584	7.168615511	7.381072605	7.107152941	7.077246445	6.591419795	7.218696811	8.049861721	8.229084711	7.930841283	7.747976375	7.861367111	6.957545822	7.086555739	8.131894291	9.264425952	8.498479295	7.998354761	7.637274611	7.722474839	7.437746704	9.046989305	7.58654806	7.333608399	7.262749571	7.746359365
Hsa.7247	7.700007829	9.062217654	8.992430387	9.331376048	8.009989304	9.123467706	8.049861721	9.610673037	9.583951994	8.505387716	8.096291783	8.93661467	8.810410451	7.44163367	8.113457362	7.861367111	7.419894954	8.417617762	8.608602999	9.175801436	8.675193895	8.20031725	8.329681343	9.243884942	7.371224398	8.261975841	7.977196817	7.78982389	9.300030704	7.744621198	8.903231228	9.156722483	7.971104987	8.944298326	8.220768372	8.801722438	7.934195924	6.952305381	8.447097894	8.271060089	8.379815037	8.507626503	8.364022365	8.850525627	8.181835142	7.953225805	7.867389352	8.488282018	8.430427596	7.775353274	8.432314241
Hsa.36657	9.246968868	9.722867011	9.415618773	9.094830707	9.346173054	8.457860749	8.946531371	8.734691048	9.717693281	9.163272287	9.741851857	7.798519881	8.240969783	9.034035244	8.731604804	9.326970885	8.877105985	8.934154538	8.50337182	9.137012191	9.167622496	8.470475857	9.004873308	8.505387716	9.475300008	8.309614239	8.21678653	7.939724225	8.711193463	7.886301346	8.810410451	8.250923382	8.371641764	8.171852316	7.741010227	7.362223827	8.322193486	8.913698706	8.625348272	8.377839538	8.171852316	6.943136777	8.065450881	8.825353264	8.150741456	7.67672716	7.819681573	6.273570031	8.637686548	8.146926652	8.017000538
a.1000	8.922592075	8.357051061	8.044630318	7.875612627	8.457860749	8.311478798	8.155929707	7.735854058	7.188861591	8.472457636	8.294176786	7.889937637	8.317592775	8.190041297	8.20031725	8.488282018	8.139559604	8.133821689	8.601228036	7.304630268	7.525376829	8.742350731	7.895054347	7.657162832	8.859445614	6.560816015	8.300060973	8.449255833	6.067286887	8.003575942	8.046321361	8.249138691	9.087724169	8.194081649	8.289598749	8.012906536	9.35816553	7.764841635	8.279415128	8.597371375	8.168207062	8.279415128	8.7221316	8.154216248	8.388632574	7.8632151	8.049861721	8.799408017	9.011293544	8.184219496	7.980980713
Hsa.36665	8.027254131	7.71630504	8.384086025	8.245023588	9.350441283	8.20210328	8.667398873	8.667398873	8.253288609	8.224342502	8.567691781	9.098522438	8.125645103	9.126627878	9.073884139	8.498479295	9.077360168	8.649342529	8.188134954	9.043393811	9.163272287	8.556803302	8.410565556	8.16181862	7.249445341	8.745290472	9.418934267	8.284091235	8.845244691	8.287739186	8.563906633	7.889937637	8.184219496	9.281633944	9.228806668	8.234382491	7.775353274	8.944298326	8.956027134	9.496367698	8.166231127	7.605607359	8.086803965	8.324062199	6.939871117	8.573669174	8.998064444	7.911598811	8.295805217	7.591905945	8.628439072
Hsa.132	8.64200859	7.187267455	7.291418785	7.604266258	7.891467206	8.152674928	9.296376362	8.052213929	6.586585589	7.861367111	7.93619623	8.410565556	7.691173914	8.266389851	7.945139841	8.470475857	7.888210019	7.100791183	7.884410825	6.623182948	7.584771001	7.16540952	8.422010493	7.529053914	7.951655095	7.819681573	8.459793833	9.435092866	5.323125965	7.779029848	7.156161386	7.264494057	7.628630154	8.287739186	8.35955546	6.987597767	8.68229577	8.549084091	8.804904374	7.811117763	8.163556352	8.001657892	8.094350164	7.581358537	7.770701187	8.031160912	7.730050435	8.117040613	7.838932457	8.001657892	7.802165068
Hsa.286	9.197576985	7.409035009	7.994636291	7.698513124	8.794176865	7.694567955	8.040541617	8.357051061	7.966365899	8.031160912	8.799408017	8.309614239	8.50337182	8.810410451	8.877105985	8.830873977	9.062217654	9.462797437	8.523638464	8.934154538	9.258111214	8.107368118	8.841993909	8.667398873	9.027880587	8.839023923	9.48752272	7.628630154	8.995340446	8.100541113	8.580733906	7.99992001	8.19210824	7.921474339	7.986398089	7.138387419	7.784463877	8.210043624	9.228806668	8.316072732	8.16181862	7.470296753	7.35237667	8.635363553	7.62330923	8.148914429	8.567691781	6.701385841	7.673434465	7.650019834	8.196096796
